Date,Country,Engaged sessions,WC (web conversions),WQC (web qualified conversions)
20171201,Monaco,3,0,0
20171201,Malta,3,2,0
20171201,French Polynesia,3,1,0
20171201,Syria,3,0,0
20171201,Taiwan,3,0,0
20171202,Bangladesh,3,1,0
20171202,Benin,3,1,0
20171202,Bahamas,3,0,0
20171202,Cyprus,3,1,0
20171202,Ecuador,3,0,0
20171202,Estonia,3,0,0
20171202,Morocco,3,0,0
20171202,Romania,3,0,0
20171202,Ukraine,3,0,0
20171202,Vietnam,3,1,0
20171203,Bahrain,3,1,0
20171203,Ecuador,3,0,0
20171203,Egypt,3,1,0
20171203,Gabon,3,0,0
20171203,Guatemala,3,2,0
20171203,Jamaica,3,0,0
20171203,Lithuania,3,1,0
20171203,Portugal,3,0,0
20171203,Taiwan,3,0,0
20171204,Bulgaria,3,1,0
20171204,Denmark,3,1,0
20171204,Greece,3,0,0
20171204,Croatia,3,0,0
20171204,Haiti,3,1,0
20171204,Iran,3,0,0
20171204,South Korea,3,0,0
20171204,Morocco,3,3,0
20171204,Serbia,3,0,0
20171204,Venezuela,3,1,0
20171205,Albania,3,1,0
20171205,Aruba,3,0,0
20171205,Bulgaria,3,0,0
20171205,Ecuador,3,0,0
20171205,Croatia,3,1,0
20171205,Hungary,3,2,0
20171205,South Korea,3,1,0
20171205,Cayman Islands,3,1,0
20171205,Maldives,3,0,0
20171205,Réunion,3,0,0
20171205,Slovenia,3,0,0
20171205,Turkey,3,1,1
20171205,Uruguay,3,0,0
20171205,Venezuela,3,2,0
20171206,Bahamas,3,0,0
20171206,Estonia,3,0,0
20171206,Lebanon,3,0,0
20171206,Morocco,3,1,0
20171206,French Polynesia,3,0,0
20171206,Philippines,3,1,0
20171206,Turkey,3,0,0
20171207,United Arab Emirates,3,1,0
20171207,Antigua & Barbuda,3,3,0
20171207,Switzerland,3,0,0
20171207,Côte d’Ivoire,3,1,0
20171207,Hong Kong,3,1,0
20171207,Ireland,3,0,0
20171207,French Polynesia,3,0,0
20171207,Romania,3,0,0
20171208,Côte d’Ivoire,3,0,0
20171208,Egypt,3,0,0
20171208,Philippines,3,0,0
20171208,Poland,3,1,0
20171208,Serbia,3,1,0
20171208,Uruguay,3,0,0
20171208,(not set),3,2,1
20171209,Cyprus,3,2,0
20171209,Denmark,3,1,0
20171209,Estonia,3,0,0
20171209,Ireland,3,0,0
20171209,Maldives,3,0,0
20171209,Oman,3,0,0
20171210,Costa Rica,3,0,0
20171210,Estonia,3,2,0
20171210,Croatia,3,0,0
20171210,Ireland,3,0,0
20171210,India,3,0,0
20171210,Jordan,3,0,0
20171210,Cayman Islands,3,1,0
20171210,Madagascar,3,0,0
20171210,Slovenia,3,2,0
20171211,Czechia,3,2,0
20171211,Egypt,3,2,0
20171211,Kuwait,3,2,0
20171211,Syria,3,0,0
20171211,Vietnam,3,0,0
20171212,India,3,0,0
20171212,Maldives,3,1,0
20171212,Malaysia,3,0,0
20171212,Mozambique,3,2,0
20171212,Panama,3,0,0
20171212,Turkey,3,0,0
20171213,Aruba,3,1,0
20171213,Egypt,3,0,0
20171213,Hungary,3,0,0
20171213,Kuwait,3,1,0
20171213,Luxembourg,3,0,0
20171213,Malta,3,0,0
20171213,Maldives,3,1,0
20171213,Mozambique,3,1,1
20171213,New Caledonia,3,0,0
20171213,Panama,3,0,0
20171213,Romania,3,0,0
20171213,Ukraine,3,0,0
20171214,Aruba,3,1,0
20171214,Cyprus,3,0,0
20171214,Ecuador,3,0,0
20171214,Fiji,3,0,0
20171214,Indonesia,3,1,0
20171214,Israel,3,0,0
20171214,Martinique,3,0,0
20171214,Philippines,3,0,0
20171214,Qatar,3,0,0
20171214,Singapore,3,0,0
20171214,Slovakia,3,0,0
20171215,Austria,3,0,0
20171215,Kazakhstan,3,0,0
20171215,Montenegro,3,2,0
20171215,Slovenia,3,0,0
20171215,Venezuela,3,0,0
20171116,Antigua & Barbuda,2,0,0
20171116,Albania,2,1,0
20171116,Bermuda,2,0,0
20171116,Bolivia,2,0,0
20171116,Costa Rica,2,0,0
20171116,Gabon,2,0,0
20171116,French Guiana,2,0,0
20171116,Guatemala,2,0,0
20171116,Kuwait,2,0,0
20171116,Latvia,2,1,0
20171116,Montenegro,2,0,0
20171116,Nigeria,2,0,0
20171116,Nicaragua,2,0,0
20171116,Trinidad & Tobago,2,2,0
20171116,Taiwan,2,0,0
20171117,Aruba,2,0,0
20171117,Bulgaria,2,1,0
20171117,Czechia,2,0,0
20171117,Algeria,2,0,0
20171117,Estonia,2,0,0
20171117,Egypt,2,0,0
20171117,Guam,2,0,0
20171117,Ireland,2,0,0
20171117,Iran,2,1,0
20171117,Jamaica,2,0,0
20171117,Kuwait,2,0,0
20171117,Cayman Islands,2,1,0
20171117,Sri Lanka,2,0,0
20171117,French Polynesia,2,0,0
20171117,Philippines,2,0,0
20171117,Suriname,2,1,0
20171117,Tunisia,2,0,0
20171117,Vietnam,2,1,0
20171117,South Africa,2,0,0
20171118,Angola,2,1,1
20171118,Austria,2,0,0
20171118,Curaçao,2,0,0
20171118,Cyprus,2,0,0
20171118,Czechia,2,1,0
20171118,Dominican Republic,2,0,0
20171118,Algeria,2,0,0
20171118,Estonia,2,1,0
20171118,Hong Kong,2,0,0
20171118,India,2,0,0
20171118,Iraq,2,0,0
20171118,Montenegro,2,0,0
20171118,Mauritius,2,0,0
20171118,Romania,2,1,0
20171118,Singapore,2,1,0
20171118,Slovenia,2,1,0
20171118,Uruguay,2,0,0
20171119,Côte d’Ivoire,2,0,0
20171119,Dominican Republic,2,1,1
20171119,Guadeloupe,2,0,0
20171119,Guatemala,2,0,0
20171119,Honduras,2,0,0
20171119,Iran,2,0,0
20171119,South Korea,2,1,0
20171119,Lithuania,2,0,0
20171119,Moldova,2,0,0
20171119,Mauritius,2,1,0
20171119,Oman,2,0,0
20171119,Peru,2,0,0
20171119,Romania,2,0,0
20171119,Taiwan,2,0,0
20171120,Cape Verde,2,0,0
20171120,Algeria,2,0,0
20171120,Ecuador,2,1,0
20171120,Gabon,2,1,0
20171120,Guatemala,2,0,0
20171120,Hungary,2,0,0
20171120,Iraq,2,0,0
20171120,Iran,2,0,0
20171120,Cambodia,2,0,0
20171120,Cayman Islands,2,0,0
20171120,Laos,2,0,0
20171120,Latvia,2,0,0
20171120,Monaco,2,1,0
20171120,Mauritius,2,0,0
20171120,Peru,2,0,0
20171120,Serbia,2,0,0
20171120,Slovakia,2,0,0
20171120,Suriname,2,0,0
20171121,Bermuda,2,1,0
20171121,Cyprus,2,0,0
20171121,Estonia,2,1,0
20171121,Egypt,2,0,0
20171121,Georgia,2,1,0
20171121,Cambodia,2,0,0
20171121,Sri Lanka,2,1,0
20171121,Pakistan,2,0,0
20171121,Réunion,2,2,0
20171121,Slovakia,2,0,0
20171121,Venezuela,2,0,0
20171122,Antigua & Barbuda,2,0,0
20171122,Aruba,2,1,0
20171122,Bahamas,2,0,0
20171122,Costa Rica,2,1,0
20171122,Czechia,2,0,0
20171122,Guatemala,2,0,0
20171122,Cambodia,2,0,0
20171122,South Korea,2,0,0
20171122,Kazakhstan,2,0,0
20171122,Morocco,2,0,0
20171122,Nigeria,2,0,0
20171122,Panama,2,0,0
20171122,French Polynesia,2,0,0
20171122,Slovakia,2,1,0
20171122,Uruguay,2,0,0
20171122,Zimbabwe,2,2,0
20171123,Gabon,2,2,0
20171123,French Guiana,2,0,0
20171123,Ireland,2,1,0
20171123,Latvia,2,0,0
20171123,Romania,2,0,0
20171123,Serbia,2,0,0
20171123,Singapore,2,0,0
20171123,Vanuatu,2,0,0
20171124,Aruba,2,1,0
20171124,Bahrain,2,1,0
20171124,Bolivia,2,0,0
20171124,Belize,2,0,0
20171124,Curaçao,2,1,0
20171124,Cyprus,2,0,0
20171124,Ecuador,2,1,0
20171124,Fiji,2,0,0
20171124,Hong Kong,2,0,0
20171124,Latvia,2,0,0
20171124,Libya,2,0,0
20171124,Mali,2,0,0
20171124,Malaysia,2,2,1
20171124,New Caledonia,2,1,0
20171124,Oman,2,0,0
20171124,Qatar,2,0,0
20171124,Romania,2,1,0
20171124,Singapore,2,0,0
20171124,Suriname,2,0,0
20171124,Sint Maarten,2,0,0
20171124,Tunisia,2,0,0
20171124,Trinidad & Tobago,2,0,0
20171124,Venezuela,2,1,1
20171125,Albania,2,1,0
20171125,Angola,2,0,0
20171125,Belarus,2,0,0
20171125,Curaçao,2,2,0
20171125,Ecuador,2,1,0
20171125,Egypt,2,1,0
20171125,Croatia,2,0,0
20171125,South Korea,2,1,0
20171125,Lebanon,2,0,0
20171125,Liechtenstein,2,1,0
20171125,Morocco,2,1,0
20171125,Malta,2,0,0
20171125,New Caledonia,2,0,0
20171125,Romania,2,0,0
20171125,Suriname,2,0,0
20171125,Taiwan,2,0,0
20171125,Vietnam,2,0,0
20171126,Angola,2,1,0
20171126,Bahrain,2,0,0
20171126,Czechia,2,0,0
20171126,Dominican Republic,2,1,0
20171126,Guadeloupe,2,1,1
20171126,Hong Kong,2,1,0
20171126,Croatia,2,1,0
20171126,Martinique,2,0,0
20171126,Malaysia,2,0,0
20171126,Mozambique,2,1,0
20171126,Panama,2,1,0
20171126,Portugal,2,0,0
20171126,Romania,2,0,0
20171126,Solomon Islands,2,0,0
20171126,Slovenia,2,0,0
20171126,Turks & Caicos Islands,2,0,0
20171126,Tunisia,2,1,0
20171126,Trinidad & Tobago,2,3,2
20171127,Bosnia & Herzegovina,2,1,0
20171127,Bulgaria,2,0,0
20171127,Belize,2,0,0
20171127,Algeria,2,0,0
20171127,Ecuador,2,0,0
20171127,Kenya,2,0,0
20171127,Monaco,2,1,0
20171127,New Caledonia,2,0,0
20171127,Oman,2,1,0
20171127,Peru,2,0,0
20171127,Portugal,2,0,0
20171127,Réunion,2,0,0
20171127,Tanzania,2,0,0
20171128,Armenia,2,0,0
20171128,Bahrain,2,2,0
20171128,Bermuda,2,1,0
20171128,Cyprus,2,0,0
20171128,Dominican Republic,2,0,0
20171128,Ecuador,2,0,0
20171128,Haiti,2,2,0
20171128,Ireland,2,0,0
20171128,Kenya,2,0,0
20171128,Cambodia,2,1,0
20171128,Sri Lanka,2,0,0
20171128,Montenegro,2,1,0
20171128,Nigeria,2,0,0
20171128,Poland,2,0,0
20171128,Seychelles,2,1,0
20171128,Slovenia,2,0,0
20171128,Slovakia,2,1,0
20171128,Suriname,2,0,0
20171128,Ukraine,2,0,0
20171129,Bahamas,2,0,0
20171129,Switzerland,2,0,0
20171129,Costa Rica,2,0,0
20171129,Denmark,2,1,0
20171129,Algeria,2,0,0
20171129,Egypt,2,0,0
20171129,Guadeloupe,2,0,0
20171129,Hungary,2,0,0
20171129,Ireland,2,0,0
20171129,Cayman Islands,2,0,0
20171129,Lebanon,2,0,0
20171129,Morocco,2,0,0
20171129,Moldova,2,0,0
20171129,Maldives,2,0,0
20171129,Oman,2,0,0
20171129,Pakistan,2,0,0
20171129,Réunion,2,0,0
20171129,Romania,2,0,0
20171129,Singapore,2,0,0
20171129,El Salvador,2,0,0
20171130,Angola,2,1,0
20171130,Austria,2,0,0
20171130,Aruba,2,1,0
20171130,Bahrain,2,0,0
20171130,Belarus,2,0,0
20171130,Egypt,2,0,0
20171130,Fiji,2,0,0
20171130,Guinea,2,0,0
20171130,Guadeloupe,2,0,0
20171130,Hong Kong,2,0,0
20171130,Ireland,2,1,0
20171130,Luxembourg,2,0,0
20171130,Malta,2,0,0
20171130,Slovakia,2,0,0
20171130,Venezuela,2,1,0
20171201,Angola,2,2,0
20171201,Benin,2,1,0
20171201,Costa Rica,2,0,0
20171201,Curaçao,2,1,0
20171201,Dominican Republic,2,0,0
20171201,Egypt,2,0,0
20171201,Hong Kong,2,0,0
20171201,Ireland,2,0,0
20171201,Iran,2,0,0
20171201,South Korea,2,1,0
20171201,Sri Lanka,2,2,0
20171201,Morocco,2,0,0
20171201,Montenegro,2,0,0
20171201,Romania,2,0,0
20171201,Serbia,2,1,0
20171202,United Arab Emirates,2,0,0
20171202,Austria,2,0,0
20171202,Bahrain,2,0,0
20171202,Dominican Republic,2,0,0
20171202,Fiji,2,1,0
20171202,Gabon,2,0,0
20171202,Guadeloupe,2,0,0
20171202,Haiti,2,0,0
20171202,Hungary,2,2,0
20171202,India,2,1,0
20171202,Jamaica,2,0,0
20171202,Latvia,2,0,0
20171202,Marshall Islands,2,3,0
20171202,Malta,2,0,0
20171202,Maldives,2,0,0
20171202,Mozambique,2,0,0
20171202,New Caledonia,2,0,0
20171202,Paraguay,2,2,0
20171202,Slovakia,2,0,0
20171202,Tunisia,2,0,0
20171202,(not set),2,0,0
20171203,Angola,2,0,0
20171203,Barbados,2,0,0
20171203,Bulgaria,2,0,0
20171203,Algeria,2,1,0
20171203,French Guiana,2,0,0
20171203,Jordan,2,0,0
20171203,Latvia,2,0,0
20171203,Malta,2,0,0
20171203,Malaysia,2,0,0
20171203,Oman,2,0,0
20171203,Slovenia,2,1,0
20171203,Suriname,2,1,0
20171203,Vietnam,2,0,0
20171204,Afghanistan,2,0,0
20171204,Bermuda,2,1,0
20171204,Bolivia,2,0,0
20171204,Cyprus,2,0,0
20171204,Czechia,2,0,0
20171204,Algeria,2,0,0
20171204,Estonia,2,0,0
20171204,Fiji,2,0,0
20171204,Guatemala,2,0,0
20171204,Hungary,2,0,0
20171204,Jordan,2,1,0
20171204,Kenya,2,1,0
20171204,Lithuania,2,0,0
20171204,Luxembourg,2,1,0
20171204,Madagascar,2,0,0
20171204,Panama,2,0,0
20171204,Sint Maarten,2,0,0
20171204,Tunisia,2,0,0
20171204,Taiwan,2,0,0
20171205,Bosnia & Herzegovina,2,0,0
20171205,Belize,2,0,0
20171205,Costa Rica,2,0,0
20171205,Estonia,2,0,0
20171205,Guadeloupe,2,1,0
20171205,Ireland,2,2,0
20171205,Israel,2,2,0
20171205,Luxembourg,2,0,0
20171205,Latvia,2,0,0
20171205,Moldova,2,0,0
20171205,Mozambique,2,1,0
20171206,Angola,2,1,0
20171206,Switzerland,2,0,0
20171206,Algeria,2,0,0
20171206,Fiji,2,0,0
20171206,French Guiana,2,0,0
20171206,Guatemala,2,0,0
20171206,Israel,2,0,0
20171206,Jamaica,2,0,0
20171206,South Korea,2,0,0
20171206,Cayman Islands,2,0,0
20171206,Malta,2,1,0
20171206,New Caledonia,2,0,0
20171206,Panama,2,1,0
20171206,Qatar,2,0,0
20171206,Romania,2,1,0
20171206,Suriname,2,0,0
20171206,Taiwan,2,0,0
20171206,Vietnam,2,0,0
20171207,Curaçao,2,1,0
20171207,Estonia,2,0,0
20171207,Hungary,2,2,0
20171207,Cayman Islands,2,0,0
20171207,Latvia,2,0,0
20171207,Réunion,2,0,0
20171207,Singapore,2,0,0
20171207,Turks & Caicos Islands,2,0,0
20171207,Tunisia,2,0,0
20171207,Vietnam,2,0,0
20171208,Bulgaria,2,0,0
20171208,Bermuda,2,0,0
20171208,Algeria,2,0,0
20171208,Ecuador,2,0,0
20171208,Hong Kong,2,0,0
20171208,Croatia,2,0,0
20171208,Haiti,2,1,0
20171208,Ireland,2,0,0
20171208,Jamaica,2,0,0
20171208,Kuwait,2,1,0
20171208,Cayman Islands,2,0,0
20171208,Lithuania,2,0,0
20171208,Latvia,2,1,0
20171208,Montenegro,2,0,0
20171208,Romania,2,0,0
20171208,Singapore,2,1,0
20171208,Slovakia,2,0,0
20171208,Suriname,2,0,0
20171208,Turks & Caicos Islands,2,0,0
20171208,Taiwan,2,0,0
20171209,Barbados,2,2,0
20171209,Bangladesh,2,1,0
20171209,Bulgaria,2,0,0
20171209,Switzerland,2,0,0
20171209,Costa Rica,2,1,0
20171209,Algeria,2,0,0
20171209,Guadeloupe,2,1,0
20171209,Hong Kong,2,0,0
20171209,Israel,2,1,0
20171209,Morocco,2,1,0
20171209,Singapore,2,0,0
20171209,Suriname,2,1,0
20171209,El Salvador,2,2,0
20171209,Tunisia,2,0,0
20171209,Venezuela,2,0,0
20171210,Antigua & Barbuda,2,1,0
20171210,Albania,2,1,0
20171210,Belarus,2,0,0
20171210,Côte d’Ivoire,2,1,0
20171210,Denmark,2,1,0
20171210,Algeria,2,0,0
20171210,Guernsey,2,2,0
20171210,Guadeloupe,2,0,0
20171210,Guatemala,2,0,0
20171210,Hong Kong,2,1,0
20171210,Haiti,2,0,0
20171210,Israel,2,0,0
20171210,Iran,2,0,0
20171210,South Korea,2,0,0
20171210,St. Lucia,2,0,0
20171210,Latvia,2,0,0
20171210,Morocco,2,0,0
20171210,Maldives,2,0,0
20171210,Panama,2,0,0
20171210,French Polynesia,2,0,0
20171210,Philippines,2,0,0
20171210,Qatar,2,0,0
20171210,Serbia,2,0,0
20171210,Singapore,2,0,0
20171210,Turks & Caicos Islands,2,1,0
20171210,Tunisia,2,0,0
20171211,Angola,2,1,0
20171211,Cyprus,2,0,0
20171211,Estonia,2,0,0
20171211,Fiji,2,0,0
20171211,French Guiana,2,0,0
20171211,Guernsey,2,1,0
20171211,Ireland,2,0,0
20171211,Kenya,2,0,0
20171211,Luxembourg,2,1,0
20171211,Monaco,2,0,0
20171211,Malta,2,0,0
20171211,Papua New Guinea,2,0,0
20171211,Réunion,2,1,1
20171211,Suriname,2,0,0
20171211,Turks & Caicos Islands,2,0,0
20171211,U.S. Virgin Islands,2,1,0
20171212,Belgium,2,0,0
20171212,Cyprus,2,0,0
20171212,Israel,2,0,0
20171212,Liechtenstein,2,0,0
20171212,Morocco,2,0,0
20171212,Macedonia (FYROM),2,0,0
20171212,New Caledonia,2,0,0
20171212,Oman,2,2,1
20171212,Philippines,2,1,0
20171212,Serbia,2,0,0
20171212,Singapore,2,1,0
20171212,Slovenia,2,1,0
20171213,United Arab Emirates,2,0,0
20171213,Albania,2,0,0
20171213,Azerbaijan,2,0,0
20171213,Costa Rica,2,0,0
20171213,Czechia,2,0,0
20171213,Algeria,2,0,0
20171213,Fiji,2,0,0
20171213,South Korea,2,1,0
20171213,Madagascar,2,0,0
20171213,Pakistan,2,0,0
20171213,Seychelles,2,0,0
20171213,Venezuela,2,0,0
20171213,Vietnam,2,1,0
20171214,Barbados,2,1,0
20171214,Costa Rica,2,1,0
20171214,Algeria,2,0,0
20171214,Guatemala,2,0,0
20171214,Cambodia,2,0,0
20171214,Lithuania,2,0,0
20171214,Luxembourg,2,0,0
20171214,Morocco,2,1,0
20171214,Mauritius,2,0,0
20171214,Mozambique,2,1,0
20171214,Seychelles,2,2,0
20171214,Syria,2,0,0
20171215,Armenia,2,0,0
20171215,Bahrain,2,0,0
20171215,Czechia,2,1,0
20171215,Ecuador,2,0,0
20171215,Hong Kong,2,0,0
20171215,Israel,2,0,0
20171215,Monaco,2,0,0
20171215,Oman,2,1,0
20171215,Philippines,2,0,0
20171215,Qatar,2,0,0
20171215,Singapore,2,0,0
20171215,Tunisia,2,1,0
20171215,Trinidad & Tobago,2,0,0
20171116,Andorra,1,0,0
20171116,Aruba,1,1,0
20171116,Bahamas,1,1,0
20171116,Cameroon,1,0,0
20171116,Curaçao,1,0,0
20171116,Dominican Republic,1,0,0
20171116,Algeria,1,0,0
20171116,Egypt,1,1,0
20171116,Fiji,1,0,0
20171116,Grenada,1,0,0
20171116,Georgia,1,0,0
20171116,Ghana,1,0,0
20171116,Guadeloupe,1,0,0
20171116,Iceland,1,0,0
20171116,Jamaica,1,0,0
20171116,Cambodia,1,0,0
20171116,Lebanon,1,1,0
20171116,Monaco,1,0,0
20171116,Macau,1,0,0
20171116,Malta,1,1,0
20171116,Mozambique,1,0,0
20171116,Turks & Caicos Islands,1,1,0
20171116,Uruguay,1,0,0
20171117,Afghanistan,1,0,0
20171117,Bermuda,1,0,0
20171117,Costa Rica,1,0,0
20171117,Cape Verde,1,1,0
20171117,Djibouti,1,1,0
20171117,Dominican Republic,1,0,0
20171117,Ghana,1,0,0
20171117,Lithuania,1,0,0
20171117,Latvia,1,0,0
20171117,Moldova,1,1,0
20171117,Montenegro,1,0,0
20171117,Maldives,1,0,0
20171117,Panama,1,1,0
20171117,Peru,1,0,0
20171117,Pakistan,1,0,0
20171117,El Salvador,1,0,0
20171117,Turks & Caicos Islands,1,1,0
20171117,Trinidad & Tobago,1,0,0
20171117,Taiwan,1,0,0
20171117,Venezuela,1,0,0
20171118,Andorra,1,0,0
20171118,Aruba,1,0,0
20171118,Bermuda,1,0,0
20171118,Bolivia,1,0,0
20171118,Georgia,1,0,0
20171118,Guatemala,1,0,0
20171118,Honduras,1,0,0
20171118,Iran,1,0,0
20171118,Jordan,1,1,0
20171118,Kuwait,1,0,0
20171118,Lebanon,1,1,0
20171118,Liechtenstein,1,0,0
20171118,Luxembourg,1,1,0
20171118,Oman,1,0,0
20171118,Peru,1,0,0
20171118,Papua New Guinea,1,0,0
20171118,Pakistan,1,0,0
20171118,Serbia,1,0,0
20171118,Seychelles,1,0,0
20171118,Suriname,1,0,0
20171118,(not set),1,0,0
20171119,Angola,1,1,0
20171119,Bangladesh,1,0,0
20171119,Bermuda,1,0,0
20171119,Bahamas,1,0,0
20171119,Belarus,1,0,0
20171119,Cyprus,1,1,0
20171119,Algeria,1,0,0
20171119,Ecuador,1,0,0
20171119,Fiji,1,0,0
20171119,French Guiana,1,0,0
20171119,Guam,1,0,0
20171119,Iraq,1,1,0
20171119,Iceland,1,1,0
20171119,Jamaica,1,0,0
20171119,Cambodia,1,0,0
20171119,Cayman Islands,1,0,0
20171119,Kazakhstan,1,0,0
20171119,St. Lucia,1,0,0
20171119,Sri Lanka,1,0,0
20171119,Luxembourg,1,0,0
20171119,Latvia,1,0,0
20171119,Montenegro,1,0,0
20171119,Madagascar,1,0,0
20171119,Nigeria,1,0,0
20171119,Réunion,1,0,0
20171119,Seychelles,1,1,0
20171119,Sierra Leone,1,0,0
20171119,El Salvador,1,0,0
20171119,Vietnam,1,0,0
20171120,Barbados,1,0,0
20171120,Brunei,1,0,0
20171120,Bolivia,1,0,0
20171120,Congo - Brazzaville,1,0,0
20171120,Côte d’Ivoire,1,0,0
20171120,Djibouti,1,1,0
20171120,Dominican Republic,1,0,0
20171120,Georgia,1,0,0
20171120,Ghana,1,0,0
20171120,Guadeloupe,1,0,0
20171120,Guyana,1,0,0
20171120,Lithuania,1,0,0
20171120,Mozambique,1,1,0
20171120,Paraguay,1,0,0
20171120,Seychelles,1,0,0
20171120,Slovenia,1,1,0
20171120,Sint Maarten,1,1,0
20171120,Uruguay,1,0,0
20171121,Antigua & Barbuda,1,0,0
20171121,Albania,1,0,0
20171121,Aruba,1,1,0
20171121,Azerbaijan,1,0,0
20171121,Barbados,1,0,0
20171121,Bangladesh,1,0,0
20171121,Belarus,1,0,0
20171121,Curaçao,1,0,0
20171121,Algeria,1,0,0
20171121,French Guiana,1,0,0
20171121,Guyana,1,0,0
20171121,Jamaica,1,0,0
20171121,Laos,1,0,0
20171121,St. Lucia,1,0,0
20171121,Latvia,1,1,0
20171121,Morocco,1,0,0
20171121,Montenegro,1,0,0
20171121,Macedonia (FYROM),1,1,0
20171121,Nigeria,1,0,0
20171121,Romania,1,0,0
20171121,Solomon Islands,1,1,0
20171121,Seychelles,1,0,0
20171121,Slovenia,1,0,0
20171121,Trinidad & Tobago,1,0,0
20171121,Tanzania,1,1,0
20171121,Zimbabwe,1,0,0
20171122,Afghanistan,1,0,0
20171122,Albania,1,0,0
20171122,Angola,1,0,0
20171122,Bosnia & Herzegovina,1,0,0
20171122,Barbados,1,0,0
20171122,Bahrain,1,0,0
20171122,Brunei,1,0,0
20171122,Cook Islands,1,0,0
20171122,Cyprus,1,1,0
20171122,Algeria,1,0,0
20171122,Ecuador,1,0,0
20171122,Estonia,1,0,0
20171122,Guinea,1,0,0
20171122,Haiti,1,0,0
20171122,Israel,1,0,0
20171122,Iran,1,0,0
20171122,Kenya,1,0,0
20171122,Sri Lanka,1,0,0
20171122,Latvia,1,0,0
20171122,Mauritius,1,0,0
20171122,Oman,1,0,0
20171122,Papua New Guinea,1,1,1
20171122,Serbia,1,0,0
20171122,Syria,1,0,0
20171122,Trinidad & Tobago,1,1,0
20171122,Taiwan,1,0,0
20171122,Tanzania,1,0,0
20171122,Venezuela,1,1,0
20171122,Vietnam,1,0,0
20171123,Andorra,1,0,0
20171123,Afghanistan,1,0,0
20171123,Albania,1,0,0
20171123,Bosnia & Herzegovina,1,0,0
20171123,Bermuda,1,1,0
20171123,Belize,1,1,0
20171123,Curaçao,1,0,0
20171123,Gibraltar,1,0,0
20171123,Guadeloupe,1,0,0
20171123,Haiti,1,0,0
20171123,Iceland,1,0,0
20171123,Jordan,1,0,0
20171123,Morocco,1,0,0
20171123,Macedonia (FYROM),1,0,0
20171123,Maldives,1,0,0
20171123,Mozambique,1,0,0
20171123,Oman,1,0,0
20171123,Panama,1,0,0
20171123,Papua New Guinea,1,0,0
20171123,Pakistan,1,0,0
20171123,Réunion,1,1,0
20171123,Slovakia,1,0,0
20171123,Suriname,1,0,0
20171123,Tunisia,1,0,0
20171123,Trinidad & Tobago,1,1,0
20171123,Uruguay,1,0,0
20171123,Vietnam,1,0,0
20171124,Angola,1,0,0
20171124,Åland Islands,1,0,0
20171124,Barbados,1,0,0
20171124,Bangladesh,1,0,0
20171124,Bermuda,1,0,0
20171124,Belarus,1,0,0
20171124,Congo - Brazzaville,1,0,0
20171124,Egypt,1,0,0
20171124,Ethiopia,1,0,0
20171124,Greenland,1,0,0
20171124,Guadeloupe,1,0,0
20171124,Guam,1,1,0
20171124,Haiti,1,0,0
20171124,Ireland,1,0,0
20171124,Israel,1,0,0
20171124,Iraq,1,1,0
20171124,Iceland,1,0,0
20171124,Kuwait,1,1,0
20171124,Cayman Islands,1,1,0
20171124,Liechtenstein,1,0,0
20171124,Sri Lanka,1,0,0
20171124,Luxembourg,1,0,0
20171124,Morocco,1,0,0
20171124,Madagascar,1,0,0
20171124,Malta,1,0,0
20171124,Peru,1,0,0
20171124,Serbia,1,0,0
20171124,Solomon Islands,1,0,0
20171124,Seychelles,1,0,0
20171124,Turks & Caicos Islands,1,0,0
20171124,Uruguay,1,1,0
20171124,Vietnam,1,0,0
20171125,Antigua & Barbuda,1,0,0
20171125,Barbados,1,0,0
20171125,Cameroon,1,0,0
20171125,Costa Rica,1,0,0
20171125,Cyprus,1,0,0
20171125,Dominican Republic,1,0,0
20171125,Algeria,1,0,0
20171125,Gabon,1,1,0
20171125,Guadeloupe,1,0,0
20171125,Hong Kong,1,0,0
20171125,Honduras,1,0,0
20171125,Iraq,1,0,0
20171125,Iceland,1,0,0
20171125,Cayman Islands,1,0,0
20171125,Lithuania,1,0,0
20171125,Latvia,1,1,0
20171125,Monaco,1,0,0
20171125,Martinique,1,0,0
20171125,Oman,1,1,0
20171125,Serbia,1,1,0
20171125,Seychelles,1,0,0
20171125,Singapore,1,1,0
20171125,Turkey,1,0,0
20171125,Trinidad & Tobago,1,0,0
20171125,(not set),1,0,0
20171126,Bermuda,1,0,0
20171126,Botswana,1,0,0
20171126,Côte d’Ivoire,1,0,0
20171126,Ecuador,1,0,0
20171126,Fiji,1,0,0
20171126,French Guiana,1,0,0
20171126,Greenland,1,0,0
20171126,Haiti,1,0,0
20171126,Ireland,1,0,0
20171126,Iceland,1,0,0
20171126,Jamaica,1,0,0
20171126,Kuwait,1,1,0
20171126,Cayman Islands,1,0,0
20171126,Sri Lanka,1,1,0
20171126,Libya,1,0,0
20171126,Montenegro,1,0,0
20171126,Myanmar (Burma),1,0,0
20171126,Malta,1,1,0
20171126,New Caledonia,1,0,0
20171126,Nigeria,1,0,0
20171126,Nicaragua,1,0,0
20171126,French Polynesia,1,0,0
20171126,Seychelles,1,0,0
20171126,Taiwan,1,0,0
20171126,Uruguay,1,0,0
20171126,U.S. Virgin Islands,1,0,0
20171126,Zimbabwe,1,1,0
20171127,American Samoa,1,0,0
